Texto,Label Sobre Produto,Label Sobre Loja,Polaridade do review,,,,,,,
"O produto chegou rápido e eu realmente recomendo a Ar Atleta, são muito prestativos e eficientes.",,Store,,,,,,,,
Não encontro essa marca em outros lugares.,,Store,,,,,,,,
"Entrega rápida, bom atendimento!",,Store,,,,,,,,
"Amo comprar na Honey Be, só acho quje os clientes antigos e frequentes poderiam receber mais descontos,",,Store,,,,,,,,
GOSTEI... POREM FORA DE PROMOÇÃO ENCONTRAMOS OS PRODUTOS BEM MAIS BARATOS EM OUTRA LOJA... ATENDIMENTO MUITO BOM...,,Store,,,,,,,,
"Melhor preço, e tive sorte do produto chegar antes do previsto e tudo nos conformes da descrição!!",,Store,,,,,,,,
Qualidade  pontualidade,,Store,,,,,,,,
Melhor loja para comprar produtos deste tipo no Brasil.,,Store,,,,,,,,
não me pontuou no dermaclub !!!!!,,Store,,,,,,,,
"Entrega rápida, informações extremamente claras.",,Store,,,,,,,,
Entrega dentro do prazo e site muito bem elaborado.,,Store,,,,,,,,
Acho que cliquei errado na nota e não consegui corrigir. Minha nota: 5 ETRELAS !!  Loja super confiável!!,,Store,,,,,,,,
A melhor enpresa da internet para compra medicamentos manipulados .,,Store,,,,,,,,
Site prático e bem intuitivo.,,Store,,,,,,,,
Atendimento exelente e entrega rapida .,,Store,,,,,,,,
"A loja parece ser boa, mas o pós-venda é horrível. Tive muita dificuldade em resolver um problema muito simples.",,Store,,,,,,,,
como sempre rápidos na entrega.,,Store,,,,,,,,
"empresa confiável, recomendo. muito satisfeito.",,Store,,,,,,,,
"Super recomendo a loja. Atendimento respeitoso, sempre oferecendo produtos de qualidade.",,Store,,,,,,,,
Porque foi feito no prazo.,,Store,,,,,,,,
Satisfeito com a beleza conforto e qualidade do produto obrigado,,Store,,,,,,,,
"Tem os produtos que a gente precisa,diferente da loja física aqui em João Pessoa quê desde o dia das mães não tem produtos.",,Store,,,,,,,,
"Ainda não resolveu problema, se resolver o problema, posso mudar opinião.",,Store,,,,,,,,
Bom atendimento atendimento muito bom,,Store,,,,,,,,
"ótimo site, produto de qualidade e cumpre com o prazo de entrega.",,Store,,,,,,,,
Atendimento eficiente e entrega dentro do prazo. Os produtos de qualidade e com preços também muito atrativos!,,Store,,,,,,,,
Por confiar na credibilidade e na solução de algum eventual equívoco. Para que eu possa continuar comprando novos produtos.,,Store,,,,,,,,
"Excelente loja, recebemos rapidinho",,Store,,,,,,,,
Atendimento nota 10,,Store,,,,,,,,
Funcionou tudo perfeitamente.,,Store,,,,,,,,
"Gostei demais,sem problemas.. Estão de parabéns!.recomendo a todos.. E em breve novas compras.",,Store,,,,,,,,
muito bem atendida,,Store,,,,,,,,
A loja entregou rápido e ainda fez um agrado. Foi uma experiência muito boa comprar com vocês. Obrigada,,Store,,,,,,,,
difícil de comprar precisei fazer o cadastro vários vezes. como não obtive sucesso precisei fazer em nome de outra pessoa,,Store,,,,,,,,
"Cumpriu o prazo, porém o mesmo é extremamente extenso.",,Store,,,,,,,,
"A compra é feita de maneira simples, a entrega vem muito antes do prazo, a embalagem é feita com cuidado total, é dada toda a satisfação sobre o andamento do pedido, enfim o comportamento do Boticário se expressa com uma palavra. RESPEITO !!!!!!!!",,Store,,,,,,,,
Efetuei diversas compras nessa loja que prima pelo eficiente e corretíssimo atendimento.,,Store,,,,,,,,
frete grátis e preço bom. entrega rápida.,,Store,,,,,,,,
Excelecente produto de qualidade,,Store,,,,,,,,
Ótimo atendimento! Obrigado.,,Store,,,,,,,,
"Fácil de comprar, recebi no prazo esperado.",,Store,,,,,,,,
Super tranquilo! Compra super-rápida.,,Store,,,,,,,,
Gostei por ser uma loja q nao conheço e por ser longe a gente numca sabe. Mas i negócio deu serto estou feliz com a compra,,Store,,,,,,,,
Produtos de qualidade....,,Store,,,,,,,,
"Fiquei bem satisfeita, os produtos chegaram super rápido e tudo certinho. Recomendo.",,Store,,,,,,,,
Não  ocorreu nenhum problema,,Store,,,,,,,,
Comprar online é muito bom e prático.\nVantagem de escolher tranquilamente e pagar parcelado.,,Store,,,,,,,,
Achei fácil e rápido e eficiente,,Store,,,,,,,,
entrega rápida e eficiente,,Store,,,,,,,,
pq a qualidade do produto e a seguranca de quem o usa,,Store,,,,,,,,
"Ótima loja, produtos chegam no prazo certo, e sem danos! <3",,Store,,,,,,,,
"variedade de produtod, otimo preço e atenciosos divulgando todas as etapas do produto ate a entrega",,Store,,,,,,,,
"Esta é a única loja nerd brasileira que vende (ou vendia) modelos bata femininos, que servem realmente em mulheres mais cheias.",,Store,,,,,,,,
"Foi o melhor preço, a entrega foi rápida e chegou tudo perfeito, sem nenhum problema, transtorno ou aborrecimento.",,Store,,,,,,,,
Ótima loja. Entrega rapidíssima e site seguro.,,Store,,,,,,,,
"Bons preços, condições de pagamento e entrega no prazo estipulado.",,Store,,,,,,,,
A loja não deixa claro que vende réplicas ou cópias,,Store,,,,,,,,
"Tem todos os produtos que as cacheadas ama e a entrega e ótima, tudo muito bem embalado e no prazo.",,Store,,,,,,,,
"Preço justo, eficiência de atendimento e rapidez na entrega fiquei muito satisfeita grata\n",,Store,,,,,,,,
"A CONECTPART 100% BOA,",,Store,,,,,,,,
"praticidade, bom atendimento, ja sou cliente a um bom tempo.",,Store,,,,,,,,
Produto entregue dentro do prazo. Muito satisfeita.,,Store,,,,,,,,
"Entrega imediata do produto, site confiavel,produtos extremamente de bom gosto.",,Store,,,,,,,,
"Simples, fácil e entrega rápida",,Store,,,,,,,,
Cumpre o que promete e os prazos também.,,Store,,,,,,,,
A melhor loja nerd do Brasil,,Store,,,,,,,,
"Só o nome já diz tudo, compromisso com o cliente, além de produtos inovadores.",,Store,,,,,,,,
"entrega rápida, bom atendimento, gostei mto!",,Store,,,,,,,,
Loja muito boa. Honra o nome que tem.,,Store,,,,,,,,
Ótimo. Entrega antes do prazo estipulado. Atenção excelente com o consumidor. Aprovadíssimo!,,Store,,,,,,,,
muito rápido a entrega chegou tudo certinho super recomendo,,Store,,,,,,,,
Principalmente pela credibilidade e responsabilidade no envio dos pedidos.,,Store,,,,,,,,
"essa foi a minha primeira compra e me surpreendeu pela atenção,os preços são muito bons e  recebi e-mail do ato da compra até o recebimento do meu pedido. Parabens",,Store,,,,,,,,
Boa qualidade.\,Product,,,,,,,,,
Faltou alguns itens que foram retirados e que poderiam ter sido substituídos por outros de outra marca de acordo com o valor do produto.,,Store,,,,,,,,
"Sistema de entrega ruim, atraso na entrega e pessimo serviço de atendimento.",,Store,,,,,,,,
"RESPONSABILIDADE, NOTA MÁXIMA!",,Store,,,,,,,,
Facil de compra e rapido sem sair de casa gostei.,,Store,,,,,,,,
Gostei! Bom o ventilador,Product,,,,,,,,,
Foi o melhor que eu achei para esse jogo. Entrega no prazo e atendimento excelente.,,Store,,,,,,,,
Bom atendimento !,,Store,,,,,,,,
Super simples de comprar,,Store,,,,,,,,
Ja comprei uma capa 4s Iphone veio certinho nao deu defeito e cabo veio tudo certinho embalagem certa e entrega rapida muito bom,,Store,,,,,,,,
preços bons e frete bom só não gostei da luz não tem farol baixo,,Store,,,,,,,,
facil de comprar,,Store,,,,,,,,
facilidade de compra entrega rapida,,Store,,,,,,,,
"O site da loja é lindo, muito bem ilustrado e fácil de entender. Fiz minha primeira compra e quando recebi em casa pelo Correio, o pedido veio trocado. A filial em Curitiba foi rápida em solucionar meu problema, apesar de ter me enviado o meu pedido faltando alguns itens, que estavam em falta no estoque. Me enviarão assim que chegar. Os produtos são otimo, saborosos, mas realmente eu não esperava que fosse acontecer este erro.",,Store,,,,,,,,
"Sempre compro na Beleza do Campo. A loja possui bons preços e o melhor é a forma de parcelamento sem juros, que facilita a compra dos produtos e a entrega rápida.",,Store,,,,,,,,
Entregou conforme combinado.,,Store,,,,,,,,
"Melhor loja de refrigeração, entrega no prazo e ainda com frete grátis, ganharam mais um cliente, recomendei a todos os meus amigos.",,Store,,,,,,,,
Facil de comprar e a entrega no dia certo.Recomendo,,Store,,,,,,,,
Recomendo muito a loja!,,Store,,,,,,,,
"Otimo. Bom atendimento, rapites na entrega",,Store,,,,,,,,
entrega sempre muito rapida.,,Store,,,,,,,,
A melhor loja nerd do Brasil,,Store,,,,,,,,
"Loja excelente!! Site otimo, chega tudo bem rapido, tudo certinho e embalado com o maior capricho.",,Store,,,,,,,,
"entrega no prazo, facilidade\nloja exelente",,Store,,,,,,,,
Um ótimo atendimento do vendedor até a entrega.,,Store,,,,,,,,
"Recomendo a loja. Bons produtos, preços e prazos de entrega. Satisfeito.",,Store,,,,,,,,
Devido aos produtos que precisa e a qualidade.,,Store,,,,,,,,
"Além dos descontos, ainda temos a opção de pagar em varias vezes, no cartão, e as vezes ainda temos frete grátis...isso é demais.",,Store,,,,,,,,
Otjma loja. Ebtrega otjma,,Store,,,,,,,,
"Porque no dia seguinte à realização do pedido, houve o despacho imediato da mercadoria, com envio do código de rastreamento dos Correios. Avaliaram em 17 dias e chegou em 5 dias. Parabéns",,Store,,,,,,,,
"Pois comprei e já vai fazer 30 dias e não recebi o produto, antes a atendente respondia minhas mensagem no whats agora visualiza e não responde minha primeira compra fiquei decepcionada, sempre fazemos compra pelo Mercado Livre e nunca tivemos esse problema",,Store,,,,,,,,
"Chegou tudo certo e bem embalado, além da entrega antes do prazo super recomendo a loja iBella.",,Store,,,,,,,,
O melhor prazo de entrega para este produto.,,Store,,,,,,,,
"a loja cumpriu com o acordado, o produto correspondeu às expectativas e foi entregue dentro do prazo divulgado pela loja, me senti plenamente satisfeito com a compra.",,Store,,,,,,,,
entrega dento do prazo,,,,,,,,,,
Pela variedade de camisetas..,,Store,,,,,,,,
Houve um probleminha com os correios mas entrei em contato com o site e me atenderam no que precisei. Recomendo.,,Store,,,,,,,,
"Foi bom, mas poderia melhorar em relação ao roteamento dos produtos. Só recebi algo apenas 1 dia antes da entrega.",,Store,,,,,,,,
"Foi minha primeira compra na loja e estou bastante satisfeita, tudo é embalado com muito cuidado e chegou no prazo correto.",,Store,,,,,,,,
Eu indicaria a loja Savan para compras on-line,,Store,,,,,,,,
"Preços super em conta , entrega dentro do prazo , estão de parabéns...",,Store,,,,,,,,
"Loja confiável, entrega dentro do prazo, até antes, recomendo :)",,Store,,,,,,,,
"Gostei muito dos produtose do atendimento, São super atenciosas, nos ajudam no q precisamos apesar do pouco tempo q conhecço super recomendo, as mercadorias chegam muito bem embaladas sao muitos mimos .. Agradeço a tdas vcs q fazem partem da Scrap Mimos por nos proporcionar a cda dia novas experiencias . E desejo a tdas muito sucesso bjuuss ..", ,Store,,,,,,,,
"Ótima loja, ótimos preços, entrega rápida, porém, não tinha o modelo tamanho G apenas o M e ficou um pouco curto.",,Store,,,,,,,,
"A meus produtos chegou super rápido, bem antes do prazo. Muito Obrigado!!!",,Store,,,,,,,,
Pesquisei no Google  e escolhi esta loja por ter a garantia do pagseguro uol.\nOtima escolha! Entrega no prazo e o produto é otimo!!!,,Store,,,,,,,,
É uma loja de rápido atendimento e agradável com seus clientes.,,Store,,,,,,,,
Muito bom e a entrega foi super rápida!,,Store,,,,,,,,
"Mandaram o numero da minha sandalia errado, estou revoltado, queria usa-la natal, nova bonita, mas me mandaram numero 37 ,eu pedi 42... E pelo que me informei se eu quiser trocar , sairá do meu bolso o reenvio para vcs , e ainda irá demorar anos..",Product,,,,,,,,,
Adorei a loja virtual. Produtos muito bem embalados e de ótima qualidade. Foi o primeiro site onde acompanhei o passo a passo de meu pedido via SMS. Esse cuidado e atençao especial com os clientes é que faz toda a diferença. Loja mais que recomendada!!!!, ,Store,,,,,,,,
Compra facil. Entrega antes do prazo.,,Store,,,,,,,,
boa Loja,,Store,,,,,,,,
"por enviar produto há poucos dias do término da validade; culpa minha, não compro mais.",,Store,,,,,,,,
Ótimo atendimento e entrega antes do prazo pela jadlog,,Store,,,,,,,,
"Simples, prático...rápido..",,Store,,,,,,,,
Uma loja de confiança,,Store,,,,,,,,
"Produto falso, levou um mês pra ser enviado, a empresa não atende pelo meios de cominicação.",,Store,,,,,,,,
"Entrega rápida, melhor preço",,Store,,,,,,,,
sempre comprei e nunca aconteceu isso desde 28/11 nada de resposta,,Store,,,,,,,,
"Fácil, rápido e objetivo com preço dentro do esperado.",,Store,,,,,,,,
Sempre rápido o atendimento on line e a entrega mesmo em época de final de ano foi perfeita!,,Store,,,,,,,,
Site super pratico e facil de fuçar,,Store,,,,,,,,
"Confiança, entrega, embalagem tudo perfeito. Obrigada Vitrine do Artesanato.",,Store,,,,,,,,
Rápido como sempre,,Store,,,,,,,,
A melhor em frete e rapidez de entrega além dos ótimos produtos...,,Store,,,,,,,,
Muito agil e eficiente,,Store,,,,,,,,
Ótimo atendimento e envio com segurança.,,Store,,,,,,,,
Porque fui bem atendido e a mercadoria chegou dentro do prazo.,,Store,,,,,,,,
Achei muito rápido o envio e muito tranquilo. Recebi todas as mercadorias certinhas sem nenhum problema. Excelente serviço.,,Store,,,,,,,,
facil e rapido.,,Store,,,,,,,,
Adoro o site! Sempre atende minhas expectativas.,,Store,,,,,,,,
Já sou cliente antigo e recomendo a todos. Sempre superando as expectativas.,Product,,,,,,,,,
"excelente atendentes, cumpriram com o prazo, produtos otimos",,Store,,,,,,,,
"entregou direitinho, produto de boa qualidade e bom preço",,Store,,,,,,,,
Porque tem excelentes produtos.,,Store,,,,,,,,
Sou cliente da Época há tempos e gosto muito do site. Entrega sempre no prazo certinho e tem ótimo brindes que agradam os clientes.\n,,Store,,,,,,,,
Facil de comprar e entrega super rápida.,,Store,,,,,,,,
otimo preço,,Store,,,,,,,,
Produto entregue no prazo combinado e Otimo atendimento.,,Store,,,,,,,,
"Bons preços, muita variedade de produtos. Entrega rápida.",,Store,,,,,,,,
Pois ela é confiável e sempre comprei pela internet pela praticidade...,,Store,,,,,,,,
"As coisas são bonitas, mas muito caras",,Store,,,,,,,,
"Amei a Flaminga, eles têm carinho com as clientes!:)",,Store,,,,,,,,
"Já havia comprado outros produtos nesta loja, recomento!",,Store,,,,,,,,
"Foi minha primeira compra, o produto chegou no prazo e bem embalado. Comprarei mais coisas pelo site.",,Store,,,,,,,,
"Gostei muito do produto, excelente.",Product,,,,,,,,,
"Super rápido a entrega, compramos no domingo, chegou na quarta feira..parabéns!!",,Store,,,,,,,,
nao tenho o que reclamar achei otimo,Product,,,,,,,,,
"Entrega rápida, dentro do prazo!",,Store,,,,,,,,
facilidade na compra on line e melhor preço,,Store,,,,,,,,
"Muito fácil, prático, site muito bem elaborado e a entrega é super rápido.",,Store,,,,,,,,
Um excelente atendimento com a entrega garantida no prazo dado.,,Store,,,,,,,,
"entrega dentro do prazo, só acho que tinham que dar amostras",,Store,,,,,,,,
"bateria de excelente qualidade , entrega rapida e otimo atendimento",,Store,,,,,,,,
Muito fácil de navegar,,Store,,,,,,,,
Ótima loja! Entrega no prazo.,,Store,,,,,,,,
"Porque além de possuir produtos bons e diferentes dos demais, recebí até antes do prazo estipulado.",,Store,,,,,,,,
loja nada a reclamar.,,Store,,,,,,,,
"Produtos chegaram bem embalados, no prazo. Os preços não são muito convidativos pois o produto estava anunciado em outras lojas os preços menores. Mas foram gentis e cumpriram o prometido.", ,Store,,,,,,,,
Porque atendimento exclusivo rapidez e agil na entrega tudo perfeito,,Store,,,,,,,,
entrou em ctt entregou no praçp certo,,Store,,,,,,,,
Produtos de ótima qualidade,,Store,,,,,,,,
Entrega rapída e compra fácil.,,Store,,,,,,,,
"Eu gostei da experiência, me senti super a vontade na loja onde encontrei o produto que eu queria e ainda tive a oportunidade de conhecer novos produtos, o",,Store,,,,,,,,
Ótima segurança nas compras e bem ágeis nos envios!!,,Store,,,,,,,,
"Entrega rapida, boas ofertas!",,Store,,,,,,,,
Bom Atendimento e entrega rápida!,,Store,,,,,,,,
Me surpreendir com  o comprometimento da empresa para a satisfacao do cliente.,,Store,,,,,,,,
"Boa variedade de produtos , selecionados por cada arte.",,Store,,,,,,,,
Muito boa..entrega rapida...pessoal serio,,Store,,,,,,,,
"Esta loja é nota MIL, sempre nos surpreende com atendimento, e a rapidez nas entregas.",,Store,,,,,,,,
"Muito bom receber os produtos na tranquilidade do endereço, deixo sugestão de fazerem o estorno automático no ato da devolução, sem a necessidade de entrar em contato novamente", ,Store,,,,,,,,
"Preços competitivos, atrasou a entrega mas foi culpa do correios, foi despachado rapidamente.",,Store,,,,,,,,
Porque achei confiável.,,Store,,,,,,,,
Fácil de comprar!!\nEntrega rápida sem problemas.,,Store,,,,,,,,
Produtos bons e entrega certinho.com preço muito bom,,Store,,,,,,,,
Muito bonito e confortável...\n,Product,,,,,,,,,
Loja muito rápida e séria. Recomendo sempre!,,Store,,,,,,,,
loja otima! entregou em 1 dia!!! amei!!,,Store,,,,,,,,
